"","year","Country","sex","age","rate","mean_climate"
"9438",2008,"Germany","female","15-24 years",2.81,9.64216666666667
"9439",2008,"Greece","female","5-14 years",0,16.0549166666667
"9440",2008,"Greece","female","35-54 years",2.14,16.0549166666667
"9441",2008,"Greece","female","25-34 years",0.989,16.0549166666667
"9442",2008,"Greece","female","15-24 years",0,16.0549166666667
"9443",2008,"Greece","female","55-74 years",1.07,16.0549166666667
"9444",2008,"Greece","female","75+ years",1.46,16.0549166666667
"9445",2008,"Grenada","female","5-14 years",0,27.3636666666667
"9446",2008,"Grenada","female","15-24 years",0,27.3636666666667
"9447",2008,"Grenada","female","75+ years",0,27.3636666666667
"9448",2008,"Grenada","female","55-74 years",0,27.3636666666667
"9449",2008,"Grenada","female","25-34 years",0,27.3636666666667
"9450",2008,"Grenada","female","35-54 years",0,27.3636666666667
"9451",2008,"Guatemala","female","35-54 years",2.11,23.4820833333333
"9452",2008,"Guatemala","female","15-24 years",3.92,23.4820833333333
"9453",2008,"Guatemala","female","5-14 years",0.877,23.4820833333333
"9454",2008,"Guatemala","female","55-74 years",0.199,23.4820833333333
"9455",2008,"Guatemala","female","25-34 years",2.05,23.4820833333333
"9456",2008,"Guatemala","female","75+ years",0,23.4820833333333
"9457",2008,"Guyana","female","35-54 years",14.9,26.619
"9458",2008,"Guyana","female","25-34 years",10.8,26.619
"9459",2008,"Guyana","female","5-14 years",4.63,26.619
"9460",2008,"Guyana","female","75+ years",16.1,26.619
"9461",2008,"Guyana","female","15-24 years",19.5,26.619
"9462",2008,"Guyana","female","55-74 years",21.1,26.619
"9463",2008,"Hungary","female","25-34 years",5.11,11.5310833333333
"9464",2008,"Hungary","female","5-14 years",0,11.5310833333333
"9465",2008,"Hungary","female","35-54 years",13.8,11.5310833333333
"9466",2008,"Hungary","female","55-74 years",15,11.5310833333333
"9467",2008,"Hungary","female","15-24 years",2.9,11.5310833333333
"9468",2008,"Hungary","female","75+ years",26.3,11.5310833333333
"9469",2008,"Iceland","female","15-24 years",0,2.31291666666667
"9470",2008,"Iceland","female","5-14 years",0,2.31291666666667
"9471",2008,"Iceland","female","35-54 years",9.41,2.31291666666667
"9472",2008,"Iceland","female","75+ years",0,2.31291666666667
"9473",2008,"Iceland","female","25-34 years",8.77,2.31291666666667
"9474",2008,"Iceland","female","55-74 years",19.8,2.31291666666667
"9475",2008,"Ireland","female","15-24 years",8.13,10.15875
"9476",2008,"Ireland","female","55-74 years",7.66,10.15875
"9477",2008,"Ireland","female","75+ years",3.11,10.15875
"9478",2008,"Ireland","female","25-34 years",4.63,10.15875
"9479",2008,"Ireland","female","5-14 years",0,10.15875
"9480",2008,"Ireland","female","35-54 years",7.75,10.15875
"9481",2008,"Israel","female","5-14 years",0.308,20.9300833333333
"9482",2008,"Israel","female","55-74 years",2.78,20.9300833333333
"9483",2008,"Israel","female","75+ years",5.48,20.9300833333333
"9484",2008,"Israel","female","15-24 years",1.23,20.9300833333333
"9485",2008,"Israel","female","35-54 years",1.68,20.9300833333333
"9486",2008,"Israel","female","25-34 years",2.03,20.9300833333333
"9487",2008,"Italy","female","35-54 years",3.25,13.88125
"9488",2008,"Italy","female","75+ years",4.48,13.88125
"9489",2008,"Italy","female","15-24 years",1.21,13.88125
"9490",2008,"Italy","female","55-74 years",4.43,13.88125
"9491",2008,"Italy","female","25-34 years",2.45,13.88125
"9492",2008,"Italy","female","5-14 years",0.111,13.88125
"9493",2008,"Japan","female","35-54 years",13.6,12.8749166666667
"9494",2008,"Japan","female","5-14 years",0.316,12.8749166666667
"9495",2008,"Japan","female","15-24 years",10.4,12.8749166666667
"9496",2008,"Japan","female","75+ years",20.4,12.8749166666667
"9497",2008,"Japan","female","55-74 years",16.6,12.8749166666667
"9498",2008,"Japan","female","25-34 years",15.2,12.8749166666667
"9499",2008,"Kazakhstan","female","15-24 years",16,7.02891666666667
"9500",2008,"Kazakhstan","female","35-54 years",10,7.02891666666667
"9501",2008,"Kazakhstan","female","5-14 years",1.68,7.02891666666667
"9502",2008,"Kazakhstan","female","25-34 years",12.3,7.02891666666667
"9503",2008,"Kazakhstan","female","75+ years",16.8,7.02891666666667
"9504",2008,"Kazakhstan","female","55-74 years",8.37,7.02891666666667
"9505",2008,"Kuwait","female","25-34 years",1.72,26.2665833333333
"9506",2008,"Kuwait","female","5-14 years",0,26.2665833333333
"9507",2008,"Kuwait","female","55-74 years",1.57,26.2665833333333
"9508",2008,"Kuwait","female","75+ years",0,26.2665833333333
"9509",2008,"Kuwait","female","35-54 years",1.38,26.2665833333333
"9510",2008,"Kuwait","female","15-24 years",0.807,26.2665833333333
"9511",2008,"Kyrgyzstan","female","25-34 years",6.07,4.57758333333333
"9512",2008,"Kyrgyzstan","female","55-74 years",5.4,4.57758333333333
"9513",2008,"Kyrgyzstan","female","75+ years",9.94,4.57758333333333
"9514",2008,"Kyrgyzstan","female","35-54 years",5.17,4.57758333333333
"9515",2008,"Kyrgyzstan","female","5-14 years",0,4.57758333333333
"9516",2008,"Kyrgyzstan","female","15-24 years",3.25,4.57758333333333
"9517",2008,"Latvia","female","5-14 years",1.05,7.68108333333333
"9518",2008,"Latvia","female","25-34 years",5.44,7.68108333333333
"9519",2008,"Latvia","female","15-24 years",4.34,7.68108333333333
"9520",2008,"Latvia","female","35-54 years",7.85,7.68108333333333
"9521",2008,"Latvia","female","75+ years",22.9,7.68108333333333
"9522",2008,"Latvia","female","55-74 years",11.3,7.68108333333333
"9523",2008,"Lithuania","female","25-34 years",7.18,8.17533333333333
"9524",2008,"Lithuania","female","5-14 years",0,8.17533333333333
"9525",2008,"Lithuania","female","55-74 years",15.6,8.17533333333333
"9526",2008,"Lithuania","female","75+ years",21.3,8.17533333333333
"9527",2008,"Lithuania","female","15-24 years",7.26,8.17533333333333
"9528",2008,"Lithuania","female","35-54 years",13.4,8.17533333333333
"9529",2008,"Luxembourg","female","25-34 years",2.87,10.1286666666667
"9530",2008,"Luxembourg","female","5-14 years",0,10.1286666666667
"9531",2008,"Luxembourg","female","15-24 years",0,10.1286666666667
"9532",2008,"Luxembourg","female","55-74 years",6.71,10.1286666666667
"9533",2008,"Luxembourg","female","75+ years",4.91,10.1286666666667
"9534",2008,"Luxembourg","female","35-54 years",3.98,10.1286666666667
"9535",2008,"Malta","female","35-54 years",3.65,19.8181666666667
"9536",2008,"Malta","female","75+ years",0,19.8181666666667
"9537",2008,"Malta","female","55-74 years",0,19.8181666666667
"9538",2008,"Malta","female","5-14 years",0,19.8181666666667
"9539",2008,"Malta","female","15-24 years",0,19.8181666666667
"9540",2008,"Malta","female","25-34 years",0,19.8181666666667
"9541",2008,"Mauritius","female","15-24 years",2.09,24.189
"9542",2008,"Mauritius","female","25-34 years",2.88,24.189
"9543",2008,"Mauritius","female","5-14 years",1.06,24.189
"9544",2008,"Mauritius","female","75+ years",0,24.189
"9545",2008,"Mauritius","female","55-74 years",3.46,24.189
"9546",2008,"Mauritius","female","35-54 years",1.67,24.189
"9547",2008,"Mexico","female","5-14 years",0.631,21.08525
"9548",2008,"Mexico","female","35-54 years",1.65,21.08525
"9549",2008,"Mexico","female","25-34 years",1.83,21.08525
"9550",2008,"Mexico","female","75+ years",0.831,21.08525
"9551",2008,"Mexico","female","55-74 years",1.14,21.08525
"9552",2008,"Mexico","female","15-24 years",3.08,21.08525
"9553",2008,"Montenegro","female","55-74 years",23.9,11.6276666666667
"9554",2008,"Montenegro","female","35-54 years",17.4,11.6276666666667
"9555",2008,"Montenegro","female","75+ years",56.1,11.6276666666667
"9556",2008,"Montenegro","female","25-34 years",10.7,11.6276666666667
"9557",2008,"Montenegro","female","15-24 years",2.14,11.6276666666667
"9558",2008,"Montenegro","female","5-14 years",0,11.6276666666667
"9559",2008,"Netherlands","female","25-34 years",4.09,10.7945833333333
"9560",2008,"Netherlands","female","55-74 years",8.8,10.7945833333333
"9561",2008,"Netherlands","female","75+ years",5.6,10.7945833333333
"9562",2008,"Netherlands","female","15-24 years",3.16,10.7945833333333
"9563",2008,"Netherlands","female","35-54 years",7.47,10.7945833333333
"9564",2008,"Netherlands","female","5-14 years",0,10.7945833333333
"9565",2008,"New Zealand","female","35-54 years",8.23,11.1716666666667
"9566",2008,"New Zealand","female","25-34 years",6.42,11.1716666666667
"9567",2008,"New Zealand","female","5-14 years",1.04,11.1716666666667
"9568",2008,"New Zealand","female","75+ years",4.16,11.1716666666667
"9569",2008,"New Zealand","female","55-74 years",5.76,11.1716666666667
"9570",2008,"New Zealand","female","15-24 years",12.5,11.1716666666667
"9571",2008,"Norway","female","25-34 years",8.84,1.6425
"9572",2008,"Norway","female","15-24 years",7.09,1.6425
"9573",2008,"Norway","female","35-54 years",8.9,1.6425
"9574",2008,"Norway","female","5-14 years",0,1.6425
"9575",2008,"Norway","female","55-74 years",7.55,1.6425
"9576",2008,"Norway","female","75+ years",7.31,1.6425
"9577",2008,"Panama","female","5-14 years",0.597,26.8006666666667
"9578",2008,"Panama","female","55-74 years",2.16,26.8006666666667
"9579",2008,"Panama","female","35-54 years",1.67,26.8006666666667
"9580",2008,"Panama","female","75+ years",4.07,26.8006666666667
"9581",2008,"Panama","female","15-24 years",3.94,26.8006666666667
"9582",2008,"Panama","female","25-34 years",1.78,26.8006666666667
"9583",2008,"Paraguay","female","25-34 years",1.55,23.8183333333333
"9584",2008,"Paraguay","female","5-14 years",1.04,23.8183333333333
"9585",2008,"Paraguay","female","35-54 years",2.25,23.8183333333333
"9586",2008,"Paraguay","female","15-24 years",4.36,23.8183333333333
"9587",2008,"Paraguay","female","75+ years",1.52,23.8183333333333
"9588",2008,"Paraguay","female","55-74 years",2.64,23.8183333333333
"9589",2008,"Philippines","female","5-14 years",0.216,26.87575
"9590",2008,"Philippines","female","35-54 years",0.975,26.87575
"9591",2008,"Philippines","female","55-74 years",0.817,26.87575
"9592",2008,"Philippines","female","25-34 years",1.19,26.87575
"9593",2008,"Philippines","female","75+ years",1.83,26.87575
"9594",2008,"Philippines","female","15-24 years",1.97,26.87575
"9595",2008,"Poland","female","25-34 years",2.44,9.46916666666667
"9596",2008,"Poland","female","5-14 years",0.409,9.46916666666667
"9597",2008,"Poland","female","35-54 years",5.51,9.46916666666667
"9598",2008,"Poland","female","15-24 years",3.02,9.46916666666667
"9599",2008,"Poland","female","55-74 years",6.47,9.46916666666667
"9600",2008,"Poland","female","75+ years",5.53,9.46916666666667
"9601",2008,"Portugal","female","35-54 years",4.12,15.27
"9602",2008,"Portugal","female","55-74 years",8.01,15.27
"9603",2008,"Portugal","female","75+ years",10.7,15.27
"9604",2008,"Portugal","female","5-14 years",0,15.27
"9605",2008,"Portugal","female","25-34 years",2.16,15.27
"9606",2008,"Portugal","female","15-24 years",1.19,15.27
"9607",2008,"Puerto Rico","female","25-34 years",2.2,26.0983333333333
"9608",2008,"Puerto Rico","female","75+ years",1.58,26.0983333333333
"9609",2008,"Puerto Rico","female","5-14 years",0,26.0983333333333
"9610",2008,"Puerto Rico","female","35-54 years",3.12,26.0983333333333
"9611",2008,"Puerto Rico","female","15-24 years",1.74,26.0983333333333
"9612",2008,"Puerto Rico","female","55-74 years",5.07,26.0983333333333
"9613",2008,"Qatar","female","5-14 years",0,27.8653333333333
"9614",2008,"Qatar","female","55-74 years",0,27.8653333333333
"9615",2008,"Qatar","female","35-54 years",0,27.8653333333333
"9616",2008,"Qatar","female","25-34 years",2.28,27.8653333333333
"9617",2008,"Qatar","female","15-24 years",0,27.8653333333333
"9618",2008,"Qatar","female","75+ years",0,27.8653333333333
"9619",2008,"Romania","female","25-34 years",2.27,10.461
"9620",2008,"Romania","female","5-14 years",0.655,10.461
"9621",2008,"Romania","female","55-74 years",7.38,10.461
"9622",2008,"Romania","female","75+ years",7.72,10.461
"9623",2008,"Romania","female","35-54 years",4.36,10.461
"9624",2008,"Romania","female","15-24 years",1.97,10.461
"9625",2008,"Saint Lucia","female","35-54 years",0,27.2086666666667
"9626",2008,"Saint Lucia","female","15-24 years",0,27.2086666666667
"9627",2008,"Saint Lucia","female","5-14 years",0,27.2086666666667
"9628",2008,"Saint Lucia","female","55-74 years",0,27.2086666666667
"9629",2008,"Saint Lucia","female","25-34 years",0,27.2086666666667
"9630",2008,"Saint Lucia","female","75+ years",0,27.2086666666667
"9631",2008,"Serbia","female","75+ years",28.8,11.6663333333333
"9632",2008,"Serbia","female","25-34 years",4.54,11.6663333333333
"9633",2008,"Serbia","female","15-24 years",3.08,11.6663333333333
"9634",2008,"Serbia","female","35-54 years",10.1,11.6663333333333
"9635",2008,"Serbia","female","55-74 years",16.7,11.6663333333333
"9636",2008,"Serbia","female","5-14 years",0,11.6663333333333
"9637",2008,"Seychelles","female","55-74 years",0,27.3768333333333
"9638",2008,"Seychelles","female","15-24 years",0,27.3768333333333
"9639",2008,"Seychelles","female","75+ years",0,27.3768333333333
"9640",2008,"Seychelles","female","35-54 years",0,27.3768333333333
"9641",2008,"Seychelles","female","25-34 years",0,27.3768333333333
"9642",2008,"Seychelles","female","5-14 years",0,27.3768333333333
"9643",2008,"Singapore","female","35-54 years",7.3,27.0676666666667
"9644",2008,"Singapore","female","5-14 years",0,27.0676666666667
"9645",2008,"Singapore","female","55-74 years",9.77,27.0676666666667
"9646",2008,"Singapore","female","25-34 years",4.88,27.0676666666667
"9647",2008,"Singapore","female","15-24 years",4.57,27.0676666666667
"9648",2008,"Singapore","female","75+ years",18.1,27.0676666666667
"9649",2008,"Slovakia","female","5-14 years",0.357,9.39741666666667
"9650",2008,"Slovakia","female","55-74 years",4.32,9.39741666666667
"9651",2008,"Slovakia","female","15-24 years",1.25,9.39741666666667
"9652",2008,"Slovakia","female","75+ years",6.38,9.39741666666667
"9653",2008,"Slovakia","female","35-54 years",4.66,9.39741666666667
"9654",2008,"Slovakia","female","25-34 years",1.1,9.39741666666667
"9655",2008,"Slovenia","female","35-54 years",8.35,11.2479166666667
"9656",2008,"Slovenia","female","25-34 years",4.79,11.2479166666667
"9657",2008,"Slovenia","female","75+ years",17.1,11.2479166666667
"9658",2008,"Slovenia","female","5-14 years",0,11.2479166666667
"9659",2008,"Slovenia","female","55-74 years",14.1,11.2479166666667
"9660",2008,"Slovenia","female","15-24 years",2.53,11.2479166666667
"9661",2008,"South Africa","female","55-74 years",0.322,17.9560833333333
"9662",2008,"South Africa","female","5-14 years",0.077,17.9560833333333
"9663",2008,"South Africa","female","75+ years",0.431,17.9560833333333
"9664",2008,"South Africa","female","25-34 years",0.467,17.9560833333333
"9665",2008,"South Africa","female","35-54 years",0.498,17.9560833333333
"9666",2008,"South Africa","female","15-24 years",0.698,17.9560833333333
"9667",2008,"Spain","female","55-74 years",5.43,14.2295
"9668",2008,"Spain","female","25-34 years",2.35,14.2295
"9669",2008,"Spain","female","75+ years",6.62,14.2295
"9670",2008,"Spain","female","5-14 years",0.0956,14.2295
"9671",2008,"Spain","female","15-24 years",1.22,14.2295
"9672",2008,"Spain","female","35-54 years",3.85,14.2295
"9673",2008,"Suriname","female","25-34 years",10.4,26.9195
"9674",2008,"Suriname","female","15-24 years",31.2,26.9195
"9675",2008,"Suriname","female","5-14 years",2.02,26.9195
"9676",2008,"Suriname","female","75+ years",15.8,26.9195
"9677",2008,"Suriname","female","35-54 years",14.1,26.9195
"9678",2008,"Suriname","female","55-74 years",17.6,26.9195
"9679",2008,"Sweden","female","5-14 years",0.812,4.218
"9680",2008,"Sweden","female","35-54 years",8.13,4.218
"9681",2008,"Sweden","female","15-24 years",6.8,4.218
"9682",2008,"Sweden","female","25-34 years",7.48,4.218
"9683",2008,"Sweden","female","75+ years",8.69,4.218
"9684",2008,"Sweden","female","55-74 years",8.51,4.218
"9685",2008,"Switzerland","female","15-24 years",6.48,8.10966666666667
"9686",2008,"Switzerland","female","35-54 years",9.55,8.10966666666667
"9687",2008,"Switzerland","female","25-34 years",6.94,8.10966666666667
"9688",2008,"Switzerland","female","75+ years",30.8,8.10966666666667
"9689",2008,"Switzerland","female","55-74 years",19.6,8.10966666666667
"9690",2008,"Switzerland","female","5-14 years",0,8.10966666666667
"9691",2008,"Thailand","female","75+ years",4.74,26.222
"9692",2008,"Thailand","female","5-14 years",0.249,26.222
"9693",2008,"Thailand","female","55-74 years",3.94,26.222
"9694",2008,"Thailand","female","35-54 years",3.93,26.222
"9695",2008,"Thailand","female","15-24 years",2.05,26.222
"9696",2008,"Thailand","female","25-34 years",2.66,26.222
"9697",2008,"Turkmenistan","female","15-24 years",11.9,15.8580833333333
"9698",2008,"Turkmenistan","female","75+ years",3.92,15.8580833333333
"9699",2008,"Turkmenistan","female","35-54 years",1.73,15.8580833333333
"9700",2008,"Turkmenistan","female","55-74 years",3.05,15.8580833333333
"9701",2008,"Turkmenistan","female","25-34 years",6.45,15.8580833333333
"9702",2008,"Turkmenistan","female","5-14 years",1.24,15.8580833333333
"9703",2008,"Ukraine","female","55-74 years",8.43,9.55975
"9704",2008,"Ukraine","female","75+ years",16.6,9.55975
"9705",2008,"Ukraine","female","5-14 years",0.818,9.55975
"9706",2008,"Ukraine","female","15-24 years",3.47,9.55975
"9707",2008,"Ukraine","female","35-54 years",7.52,9.55975
"9708",2008,"Ukraine","female","25-34 years",5.29,9.55975
"9709",2008,"United Arab Emirates","female","75+ years",0,28.685
"9710",2008,"United Arab Emirates","female","15-24 years",1.07,28.685
"9711",2008,"United Arab Emirates","female","55-74 years",0,28.685
"9712",2008,"United Arab Emirates","female","25-34 years",2.06,28.685
"9713",2008,"United Arab Emirates","female","35-54 years",0.957,28.685
"9714",2008,"United Arab Emirates","female","5-14 years",0,28.685
"9715",2008,"United Kingdom","female","5-14 years",0.203,9.34825
"9716",2008,"United Kingdom","female","25-34 years",3.98,9.34825
"9717",2008,"United Kingdom","female","55-74 years",3.23,9.34825
"9718",2008,"United Kingdom","female","15-24 years",2.02,9.34825
"9719",2008,"United Kingdom","female","35-54 years",4.8,9.34825
"9720",2008,"United Kingdom","female","75+ years",3.03,9.34825
"9721",2008,"United States","female","5-14 years",0.338,8.95141666666667
"9722",2008,"United States","female","35-54 years",8.44,8.95141666666667
"9723",2008,"United States","female","25-34 years",5.18,8.95141666666667
"9724",2008,"United States","female","75+ years",3.88,8.95141666666667
"9725",2008,"United States","female","15-24 years",3.49,8.95141666666667
"9726",2008,"United States","female","55-74 years",6.02,8.95141666666667
"9727",2008,"Uruguay","female","75+ years",11.1,18.2805
"9728",2008,"Uruguay","female","35-54 years",9.28,18.2805
"9729",2008,"Uruguay","female","55-74 years",11.2,18.2805
"9730",2008,"Uruguay","female","25-34 years",4.18,18.2805
"9731",2008,"Uruguay","female","5-14 years",0.782,18.2805
"9732",2008,"Uruguay","female","15-24 years",4.41,18.2805
"9733",2009,"Albania","female","15-24 years",0,13.84425
"9734",2009,"Albania","female","25-34 years",0,13.84425
"9735",2009,"Albania","female","35-54 years",0,13.84425
"9736",2009,"Albania","female","55-74 years",0,13.84425
"9737",2009,"Albania","female","5-14 years",0,13.84425
"9738",2009,"Albania","female","75+ years",0,13.84425
"9739",2009,"Argentina","female","25-34 years",3.29,15.5344166666667
"9740",2009,"Argentina","female","15-24 years",4.91,15.5344166666667
"9741",2009,"Argentina","female","55-74 years",3.56,15.5344166666667
"9742",2009,"Argentina","female","35-54 years",3.17,15.5344166666667
"9743",2009,"Argentina","female","75+ years",2.06,15.5344166666667
"9744",2009,"Argentina","female","5-14 years",0.815,15.5344166666667
"9745",2009,"Armenia","female","25-34 years",0.867,9.84208333333333
"9746",2009,"Armenia","female","55-74 years",1.21,9.84208333333333
"9747",2009,"Armenia","female","75+ years",1.25,9.84208333333333
"9748",2009,"Armenia","female","35-54 years",0.692,9.84208333333333
"9749",2009,"Armenia","female","15-24 years",0.359,9.84208333333333
"9750",2009,"Armenia","female","5-14 years",0,9.84208333333333
"9751",2009,"Aruba","female","15-24 years",0,28.832
"9752",2009,"Aruba","female","75+ years",0,28.832
"9753",2009,"Aruba","female","25-34 years",0,28.832
"9754",2009,"Aruba","female","35-54 years",0,28.832
"9755",2009,"Aruba","female","5-14 years",0,28.832
"9756",2009,"Aruba","female","55-74 years",0,28.832
"9757",2009,"Australia","female","55-74 years",5.69,22.6905833333333
"9758",2009,"Australia","female","35-54 years",7.12,22.6905833333333
"9759",2009,"Australia","female","15-24 years",4.38,22.6905833333333
"9760",2009,"Australia","female","5-14 years",0.223,22.6905833333333
"9761",2009,"Australia","female","25-34 years",6.68,22.6905833333333
"9762",2009,"Australia","female","75+ years",5.43,22.6905833333333
"9763",2009,"Austria","female","55-74 years",11.3,7.616
"9764",2009,"Austria","female","35-54 years",7.83,7.616
"9765",2009,"Austria","female","5-14 years",1.2,7.616
"9766",2009,"Austria","female","15-24 years",2.19,7.616
"9767",2009,"Austria","female","25-34 years",3.34,7.616
"9768",2009,"Austria","female","75+ years",15.8,7.616
"9769",2009,"Bahamas","female","55-74 years",0,25.7691666666667
"9770",2009,"Bahamas","female","5-14 years",0,25.7691666666667
"9771",2009,"Bahamas","female","15-24 years",0,25.7691666666667
"9772",2009,"Bahamas","female","25-34 years",0,25.7691666666667
"9773",2009,"Bahamas","female","75+ years",0,25.7691666666667
"9774",2009,"Bahamas","female","35-54 years",1.93,25.7691666666667
"9775",2009,"Bahrain","female","35-54 years",1.68,27.3103333333333
"9776",2009,"Bahrain","female","55-74 years",0,27.3103333333333
"9777",2009,"Bahrain","female","15-24 years",0,27.3103333333333
"9778",2009,"Bahrain","female","75+ years",0,27.3103333333333
"9779",2009,"Bahrain","female","5-14 years",0,27.3103333333333
"9780",2009,"Bahrain","female","25-34 years",4.02,27.3103333333333
"9781",2009,"Barbados","female","55-74 years",0,27.3203333333333
"9782",2009,"Barbados","female","5-14 years",0,27.3203333333333
"9783",2009,"Barbados","female","75+ years",0,27.3203333333333
"9784",2009,"Barbados","female","35-54 years",0,27.3203333333333
"9785",2009,"Barbados","female","15-24 years",0,27.3203333333333
"9786",2009,"Barbados","female","25-34 years",0,27.3203333333333
"9787",2009,"Belarus","female","5-14 years",0.671,7.19641666666667
"9788",2009,"Belarus","female","55-74 years",13.4,7.19641666666667
"9789",2009,"Belarus","female","25-34 years",10,7.19641666666667
"9790",2009,"Belarus","female","15-24 years",6.28,7.19641666666667
"9791",2009,"Belarus","female","75+ years",17,7.19641666666667
"9792",2009,"Belarus","female","35-54 years",10.9,7.19641666666667
"9793",2009,"Belgium","female","15-24 years",5.26,10.6285
"9794",2009,"Belgium","female","75+ years",9.96,10.6285
"9795",2009,"Belgium","female","5-14 years",0.681,10.6285
"9796",2009,"Belgium","female","25-34 years",7.53,10.6285
"9797",2009,"Belgium","female","35-54 years",14.8,10.6285
"9798",2009,"Belgium","female","55-74 years",15.4,10.6285
"9799",2009,"Belize","female","75+ years",0,25.90775
"9800",2009,"Belize","female","25-34 years",4.04,25.90775
"9801",2009,"Belize","female","55-74 years",0,25.90775
"9802",2009,"Belize","female","35-54 years",0,25.90775
"9803",2009,"Belize","female","15-24 years",9.41,25.90775
"9804",2009,"Belize","female","5-14 years",0,25.90775
"9805",2009,"Brazil","female","75+ years",2.06,25.6005833333333
"9806",2009,"Brazil","female","35-54 years",3.01,25.6005833333333
"9807",2009,"Brazil","female","55-74 years",2.48,25.6005833333333
"9808",2009,"Brazil","female","15-24 years",1.98,25.6005833333333
"9809",2009,"Brazil","female","25-34 years",2.09,25.6005833333333
"9810",2009,"Brazil","female","5-14 years",0.31,25.6005833333333
"9811",2009,"Bulgaria","female","25-34 years",2.37,11.894
"9812",2009,"Bulgaria","female","5-14 years",0,11.894
"9813",2009,"Bulgaria","female","55-74 years",7.35,11.894
"9814",2009,"Bulgaria","female","15-24 years",1.94,11.894
"9815",2009,"Bulgaria","female","35-54 years",4.6,11.894
"9816",2009,"Bulgaria","female","75+ years",17.5,11.894
"9817",2009,"Canada","female","55-74 years",5.66,-4.13508333333333
"9818",2009,"Canada","female","25-34 years",5.19,-4.13508333333333
"9819",2009,"Canada","female","15-24 years",5.81,-4.13508333333333
"9820",2009,"Canada","female","5-14 years",0.653,-4.13508333333333
"9821",2009,"Canada","female","75+ years",3.48,-4.13508333333333
"9822",2009,"Canada","female","35-54 years",7.97,-4.13508333333333
"9823",2009,"Chile","female","5-14 years",0.861,9.99441666666667
"9824",2009,"Chile","female","55-74 years",4.68,9.99441666666667
"9825",2009,"Chile","female","15-24 years",7.34,9.99441666666667
"9826",2009,"Chile","female","35-54 years",6.67,9.99441666666667
"9827",2009,"Chile","female","75+ years",3.06,9.99441666666667
"9828",2009,"Chile","female","25-34 years",6.83,9.99441666666667
"9829",2009,"Colombia","female","15-24 years",4.98,25.6183333333333
"9830",2009,"Colombia","female","35-54 years",1.46,25.6183333333333
"9831",2009,"Colombia","female","25-34 years",1.9,25.6183333333333
"9832",2009,"Colombia","female","75+ years",0.523,25.6183333333333
"9833",2009,"Colombia","female","55-74 years",1.79,25.6183333333333
"9834",2009,"Colombia","female","5-14 years",0.794,25.6183333333333
"9835",2009,"Costa Rica","female","35-54 years",2.23,26.5229166666667
"9836",2009,"Costa Rica","female","25-34 years",2.81,26.5229166666667
"9837",2009,"Costa Rica","female","15-24 years",2.73,26.5229166666667
"9838",2009,"Costa Rica","female","75+ years",0,26.5229166666667
"9839",2009,"Costa Rica","female","55-74 years",1.81,26.5229166666667
"9840",2009,"Costa Rica","female","5-14 years",0.799,26.5229166666667
"9841",2009,"Croatia","female","55-74 years",11.7,12.8750833333333
"9842",2009,"Croatia","female","15-24 years",1.5,12.8750833333333
"9843",2009,"Croatia","female","75+ years",24.5,12.8750833333333
"9844",2009,"Croatia","female","25-34 years",2.29,12.8750833333333
"9845",2009,"Croatia","female","35-54 years",7.09,12.8750833333333
"9846",2009,"Croatia","female","5-14 years",0,12.8750833333333
"9847",2009,"Cuba","female","55-74 years",13.3,26.0223333333333
"9848",2009,"Cuba","female","75+ years",13.4,26.0223333333333
"9849",2009,"Cuba","female","15-24 years",1.54,26.0223333333333
"9850",2009,"Cuba","female","5-14 years",0.444,26.0223333333333
"9851",2009,"Cuba","female","25-34 years",3.26,26.0223333333333
"9852",2009,"Cuba","female","35-54 years",6.55,26.0223333333333
"9853",2009,"Cyprus","female","25-34 years",3.03,20.1573333333333
"9854",2009,"Cyprus","female","55-74 years",0,20.1573333333333
"9855",2009,"Cyprus","female","75+ years",3.88,20.1573333333333
"9856",2009,"Cyprus","female","5-14 years",0,20.1573333333333
"9857",2009,"Cyprus","female","35-54 years",3.44,20.1573333333333
"9858",2009,"Cyprus","female","15-24 years",0,20.1573333333333
"9859",2009,"Czech Republic","female","15-24 years",2.48,8.96566666666667
"9860",2009,"Czech Republic","female","25-34 years",2.18,8.96566666666667
"9861",2009,"Czech Republic","female","75+ years",9.32,8.96566666666667
"9862",2009,"Czech Republic","female","55-74 years",6.16,8.96566666666667
"9863",2009,"Czech Republic","female","5-14 years",0.22,8.96566666666667
"9864",2009,"Czech Republic","female","35-54 years",5.53,8.96566666666667
"9865",2009,"Denmark","female","75+ years",13.6,-16.7831666666667
"9866",2009,"Denmark","female","55-74 years",8.31,-16.7831666666667
"9867",2009,"Denmark","female","25-34 years",3.89,-16.7831666666667
"9868",2009,"Denmark","female","5-14 years",0.302,-16.7831666666667
"9869",2009,"Denmark","female","15-24 years",1.23,-16.7831666666667
"9870",2009,"Denmark","female","35-54 years",5.56,-16.7831666666667
"9871",2009,"Ecuador","female","25-34 years",4.16,22.6771666666667
"9872",2009,"Ecuador","female","55-74 years",2.72,22.6771666666667
"9873",2009,"Ecuador","female","35-54 years",2.93,22.6771666666667
"9874",2009,"Ecuador","female","5-14 years",1.35,22.6771666666667
"9875",2009,"Ecuador","female","15-24 years",7.24,22.6771666666667
"9876",2009,"Ecuador","female","75+ years",4.65,22.6771666666667
"9877",2009,"El Salvador","female","5-14 years",0.892,25.7875833333333
